CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;B015;B016;B017;B018;B019;B031_01;B032_01;B033_01;B034_01;B035_01;B038_01;B039_01;B040_01;B041_01;B042_01;B043_01;B043_02;B043_03;B043_04;B043_05;MI02_01;MI02_02;MI02_03;MI02_04;MI02_05;MI02_06;MI02_07;MI02_08;MI02_09;MI02_10;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_10;MF02_11;MF02_12;MF02_13;MF02_14;MF02_15;MF02_16;MF03_01;MF03_02;MF03_03;MF03_04;MF03_05;MF03_06;MF03_07;MF03_08;MF03_09;MF03_10;MF03_11;MF03_12;MF03_13;MF03_14;MF03_15;MF03_16;ZU02_01;ZU03_01;ZU04_01;ZU05_01;ZU06;ZU07;ZU08_01;GN01_01;GN02_01;GN03_01;GN04_01;GN05_01;VA01_01;DE01_01;DE02;DE03;DE04;DE05;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;DEG_MISS;DEG_TIME;DEGRADE
334;SOJGLY;;base;interview;30.01.15 09:17;3;3;3;2;2;50;48;46;47;17;3;3;3;5;3;;;;;;2;3;4;1;4;4;3;3;2;7;4;5;2;2;3;2;5;5;5;2;3;5;5;4;4;1;4;4;2;3;2;3;5;5;4;5;4;2;3;4;4;2;1;1;87;-9;3;4;Sinn, Vorgehensweise und Ergebnis dieser Studie würden mich interessieren;arrogant, selbstsicher;unsicher, zu freundlich;rational, passiv;dem Gegenüber abwertend;zu zurückhaltend, negativ;offen;46;2;2;-9;1;1;21;21;9;3;15;13;28
337;ASTRRX;;base;interview;30.01.15 09:25;4;5;4;3;;72;51;70;47;;6;5;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;raffiniert;gutmütig;berechnend;überlegend;;verdeckt;;;;;;0;10;10;0;0;0;26;26
339;IS8QJC;;base;interview;30.01.15 09:54;5;5;3;2;2;46;55;64;41;61;5;5;3;7;5;;;;6;4;7;5;1;1;6;1;1;6;6;7;6;2;2;4;4;1;5;6;6;1;3;6;6;4;5;6;6;4;5;5;2;6;6;5;1;1;1;6;4;4;1;4;7;99;55;7;3;-9;;Egoist;selbstlos;Unentschieden;Täuscher;selbstloser Täuscher;offen;25;1;1;6;1;1;21;21;6;2;12;21;33
340;6P2FCY;;base;interview;30.01.15 10:18;6;2;3;3;2;94;60;56;83;35;2;8;6;3;10;;;;;;6;5;1;1;5;4;1;2;1;4;5;3;4;5;3;1;6;5;6;4;2;6;6;5;3;5;5;5;6;5;1;6;6;6;6;1;2;6;2;4;4;2;5;10;69;5;3;1;;Alpha;Buttler;Charisma;Denker;Elefant;verdeckt;50;1;2;-9;1;1;21;21;9;2;10;113;123
341;LVBP7W;;base;interview;30.01.15 11:24;5;2;4;4;2;46;96;88;63;96;3;0;0;1;0;;;;;;7;7;4;1;5;4;1;2;5;7;5;4;3;3;3;1;4;4;4;2;4;5;5;3;4;1;5;5;3;5;3;6;3;5;5;1;2;6;3;5;4;1;1;70;41;3;3;3;;Bestimmend;sozial;entscheidungsunfreudig;Realist;Sozial;verdeckt;23;1;1;3;1;1;21;21;8;1;8;6;14
343;Q592N1;;base;interview;30.01.15 12:04;7;3;3;4;1;48;80;92;13;68;8;1;1;10;5;;;3;;;6;7;2;1;2;5;2;6;6;5;4;5;1;2;3;1;5;6;4;2;4;6;5;5;4;1;3;5;5;5;6;6;6;6;4;4;6;6;2;5;4;1;2;95;-9;7;3;4;;Ich-Person;selbstlos;unentschlossen;Mitläufer;Schleimer;verdeckt;36;1;2;-9;1;1;21;21;9;3;15;54;69
344;X2AL1H;;base;interview;30.01.15 12:18;7;2;6;2;1;53;52;87;55;56;0;0;0;3;5;;;;;;7;5;1;1;4;5;1;5;4;7;5;4;2;2;4;1;6;6;4;3;5;6;5;5;3;3;4;6;4;3;2;6;3;4;3;1;1;5;6;4;4;1;4;20;51;5;3;3;;Entscheidungsstark;Neugierig;Fiftyfifty;Geheimnisvoll;Fintenreich;offen;50;1;2;-9;1;1;21;21;9;2;10;8;18
345;T5Y8G5;;base;interview;30.01.15 12:36;7;2;5;2;2;68;101;96;54;78;8;1;5;8;2;;;;;3;7;6;1;1;4;4;3;1;4;6;5;5;2;4;5;1;6;5;6;4;4;6;5;4;5;3;2;5;4;6;2;4;5;6;-9;3;2;6;3;5;5;2;3;100;80;5;3;3;;Kapitalist;Gönner;Player;kleiner Kapitalist;schlechtes Gewissen;verdeckt;44;1;2;-9;1;1;21;21;9;3;16;5;21
349;QAWF78;;base;interview;30.01.15 12:48;7;2;3;4;2;1;80;101;33;67;7;0;0;3;0;;;;;;6;6;2;1;2;2;1;4;4;5;4;6;1;1;6;1;4;6;6;2;4;6;6;6;6;1;3;6;4;6;1;6;6;6;4;6;1;3;1;5;5;1;1;75;46;6;3;6;;egoistisch;grosszügig;gerecht;egoistisch;grosszügig;verdeckt;21;1;2;4;1;1;21;21;8;1;8;29;37
350;9YI7S7;;base;interview;30.01.15 12:55;6;2;3;1;1;98;15;39;1;1;10;5;10;10;10;;;;;;7;7;6;1;6;3;1;5;5;7;6;6;5;6;5;1;6;5;6;6;5;6;6;5;6;4;4;6;6;6;4;6;4;6;4;1;4;4;4;4;1;2;5;90;-9;-9;3;1;"interessant, 
den Anlass für die ersten Fragen würde ich gerne erfahren da sie ungewöhnlich sind";direkt;unsicher;Spieler;Frager;blöd;offen;64;1;2;-9;1;1;21;21;10;4;21;31;52
351;GU0GXJ;;base;interview;30.01.15 14:11;2;4;4;6;;32;73;90;1;;7;3;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Egoist;Realist;gerecht;unfair;;offen;;;;;;0;10;10;0;0;0;4;4
356;YPX5QX;;base;interview;30.01.15 14:38;6;4;3;3;3;29;41;80;48;36;6;3;5;5;5;;;;;;5;6;3;2;5;6;3;6;5;3;4;6;2;2;5;1;5;5;4;3;2;6;6;4;3;1;6;6;3;3;3;6;6;6;3;2;2;4;4;2;2;2;1;80;82;4;3;3;;Sich selbt bervorteilend;Sich zurück nehmend;Schicksal entscheidt;Nicht beeinflussen lassen;Introvertiert ;offen;25;1;2;-9;1;1;21;21;9;2;10;38;48
359;QNXR90;;base;interview;30.01.15 16:45;6;3;2;3;2;47;70;74;77;23;6;3;1;2;3;;;;;;7;6;2;1;2;5;3;6;4;7;6;6;5;6;5;1;5;6;5;3;5;5;5;4;5;3;5;6;5;6;5;6;4;5;5;2;4;6;1;6;2;2;2;10;-1;6;3;3;;Egoisten;mutig;Risikobereit;erhöhtes Risiko;Spekulant;verdeckt;57;2;2;-9;1;1;21;21;10;3;16;0;16
361;EOFRDB;;base;interview;30.01.15 17:49;7;5;;;;52;60;;;;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ego;Sozial;;;;offen;;;;;;0;8;8;0;0;0;43;43
362;PJCI34;;base;interview;30.01.15 18:23;5;2;3;3;2;31;101;87;44;101;10;1;1;8;1;;;;;;7;7;5;1;5;5;1;6;7;7;6;4;2;4;5;1;6;6;6;1;1;6;5;6;2;4;4;6;5;4;1;6;1;5;2;4;3;6;2;6;2;4;1;50;53;4;2;3;;egoistisch;Altruistisch;fair;egoistisch;altruistisch;verdeckt;29;1;2;-9;1;1;21;21;9;2;10;5;15
363;SHHVXY;;base;interview;30.01.15 19:13;7;4;7;3;3;24;72;48;25;100;8;1;3;6;0;;;;;;7;7;6;1;7;7;1;7;7;7;5;5;2;2;4;1;6;5;6;5;5;6;6;5;5;4;6;6;6;6;4;6;6;6;5;3;1;5;2;5;5;6;5;90;93;7;2;-9;;eigennützig;uneigennützig;vermeidend;wankelmütig;gütig;verdeckt;34;1;2;-9;1;1;21;21;10;3;17;9;26
364;ZQVZII;;base;interview;30.01.15 19:14;7;3;5;4;3;16;87;83;6;88;6;0;0;6;0;;;;;;7;6;2;1;2;2;2;6;3;7;5;5;2;3;5;2;5;5;6;-9;4;5;5;5;4;5;5;5;5;4;6;5;6;5;5;2;4;6;3;4;5;3;5;99;47;5;3;1;;Egoist;großzügig;gerecht;FALSCH;überzeugt;offen;50;1;2;-9;1;1;21;21;10;3;17;25;42
367;PH2SZK;;base;interview;30.01.15 20:53;5;3;6;2;2;51;54;69;17;61;7;0;3;10;2;;;;8;;7;6;3;1;4;5;2;5;5;6;5;4;1;2;4;1;6;5;4;2;4;6;6;4;4;1;5;5;4;2;4;5;4;4;3;1;3;5;5;4;4;2;2;20;51;5;3;3;;skrupellos;Altruisten;Entscheidungsunwilligen;FALSCH;Rückzieher;offen;37;1;2;-9;1;1;21;21;8;2;9;5;14
368;AT4T6V;;base;interview;30.01.15 20:56;7;4;4;3;3;83;19;65;14;11;7;3;5;3;3;7;3;5;3;3;6;6;3;1;4;4;1;5;5;7;5;3;2;3;5;1;6;6;6;4;4;5;6;3;5;6;5;6;6;4;2;5;6;6;4;3;5;3;3;5;2;1;5;75;84;7;3;1;"Die Fragen waren sehr interessant!
Eine Auswertung von anderen Teilnehmern der Studie würde mich interessieren.
Viel Erfolg";Selbstbewußt;Feigling;Spieler;Kasper;Oberfeigling;verdeckt;49;2;2;-9;1;1;21;21;1;0;2;26;29
370;TA2O07;;base;interview;30.01.15 21:51;4;1;7;2;2;52;28;100;17;27;0;0;0;1;0;2;1;;3;1;7;4;1;1;5;4;2;5;5;5;6;6;1;3;4;1;6;4;5;1;4;6;6;4;2;1;5;6;1;2;2;4;6;6;4;1;4;5;4;3;2;1;1;80;-1;5;3;4;;Egoist;Selbstlos;Egalist;Entscheidungsunfreudig;unentschlossen selbstlos;offen;21;1;1;8;1;1;21;21;4;2;9;11;20
371;BBL5ZV;;base;interview;30.01.15 22:05;4;2;3;5;2;71;75;54;73;41;6;6;5;5;6;6;6;5;5;6;4;4;3;4;4;4;3;4;4;4;5;5;2;2;3;2;6;4;5;2;4;6;5;3;4;1;4;5;4;2;4;5;6;5;2;2;3;3;3;5;3;1;1;35;47;1;3;3;;selbst;scheu;einfach;unentschlossen;umweg;verdeckt;57;1;2;-9;1;1;21;21;3;1;4;5;9
375;3YGZHO;;base;interview;31.01.15 11:39;6;4;6;3;3;48;52;46;19;49;10;10;10;10;10;;;;;;5;2;1;2;4;2;2;2;2;4;4;5;1;2;4;1;5;5;4;1;4;6;4;3;4;1;3;2;1;3;1;4;6;5;2;1;3;2;2;3;1;1;2;80;51;5;3;4;;Selbstsicher;Sozial;Unentschlossen;FALSCH;Unsicher;offen;39;1;2;-9;1;1;21;21;9;2;10;59;69
376;W68F2J;;base;interview;31.01.15 12:04;7;2;3;2;2;43;61;38;10;44;8;2;5;9;5;9;;;;3;7;6;3;1;6;1;1;6;7;7;5;6;3;4;5;1;6;5;5;5;4;6;5;4;3;4;5;5;4;4;2;6;5;6;5;2;2;5;4;3;3;1;6;10;-1;6;2;1;;Kapitalist;naiv;unentschlossen;Kapitalist;naiv;verdeckt;23;2;1;4;1;1;21;21;6;2;11;3;14
377;4A3B81;;base;interview;31.01.15 13:07;5;4;5;4;4;27;74;52;39;51;9;3;5;7;4;;;;;;7;7;5;1;7;2;2;7;7;7;6;5;2;5;6;1;6;5;6;4;4;4;5;5;5;3;5;6;6;4;3;5;5;6;4;1;3;5;4;6;5;5;4;100;83;6;3;5;mache Sprachkurs Spanisch an der Volkshochschule;Egoistisch;Sozial;Unsicher;Zielstreber;Ungewiss;verdeckt;53;1;2;-9;2;1;21;21;8;2;8;3;11
378;DC3FR3;;base;interview;31.01.15 13:25;7;3;4;3;2;51;60;52;40;52;5;5;5;5;5;;;;;;6;5;3;1;2;4;2;4;4;5;4;4;2;2;3;2;4;4;4;2;2;5;5;2;3;2;4;4;1;4;2;4;4;5;3;2;1;5;6;4;2;2;1;75;89;1;3;7;;Nestbauer;Frederick;Zufallsbefürworter;Eigennützler auf Umwegen;verzögerter Frederick;offen;23;1;1;4;1;1;21;21;8;1;8;2;10
381;IXRJ46;;base;interview;31.01.15 15:07;4;4;6;3;2;26;63;77;23;21;3;2;4;5;5;;;;;;7;7;5;1;4;5;1;5;5;7;6;5;3;3;5;3;6;6;4;3;6;6;6;5;6;5;5;6;3;4;4;6;4;6;2;2;3;6;4;4;2;2;7;60;50;1;3;3;echt kompliziert zu verstehen und dreimal um die Ecke gedacht.;egoistisch;sympatisch;gerecht;inkonsequent;naiv;offen;55;1;2;-9;1;1;21;21;8;2;8;3;11
382;BI96O7;;base;interview;31.01.15 16:01;4;2;4;3;2;36;74;30;7;25;5;1;4;8;6;;;;;;5;4;1;1;4;4;3;3;3;5;5;5;1;1;1;1;5;6;3;1;6;6;6;5;4;1;4;6;5;4;3;6;5;6;2;1;1;6;2;1;1;1;1;90;75;5;3;2;;klar ego;direkt sozial;direkt zufall;unentschieden ego;unentschieden sozial;verdeckt;43;1;2;-9;1;1;21;21;9;2;10;25;35
383;59OO4E;;base;interview;31.01.15 16:21;6;3;3;2;3;30;81;46;11;81;6;2;6;10;2;;;;;;7;5;1;1;3;3;1;4;4;5;5;3;1;1;1;1;6;6;2;2;1;6;6;4;3;2;3;6;3;1;1;6;6;6;2;1;1;6;4;4;3;1;5;25;53;-9;3;4;;geldgeil;Altruist;Zocker;hinterhältig;nett;offen;45;2;1;3;1;1;21;21;9;3;14;14;28
384;JN2MUZ;;base;interview;31.01.15 16:40;7;3;4;2;2;10;95;95;18;71;10;7;5;8;5;;;;;;7;7;4;1;6;5;1;6;6;7;5;6;4;4;6;1;6;6;6;5;5;6;6;5;5;1;5;6;5;5;4;6;5;6;5;1;4;6;4;5;5;1;1;75;99;2;3;1;;egoistisch;großzügig;fair;inkonsequent;zögernd;verdeckt;50;1;2;-9;1;1;21;21;9;2;10;5;15
385;ASOTNK;;base;interview;31.01.15 17:20;6;3;4;3;2;44;101;100;14;50;6;0;0;6;0;6;0;0;6;0;7;6;5;1;3;3;1;4;5;7;6;4;1;1;1;1;6;6;2;1;2;6;6;3;2;1;5;6;1;2;1;5;6;6;2;1;1;6;1;6;2;1;1;25;76;4;3;3;;eigennützig;altruisitsch;Spieler;hinterhältig;unentschlossen;offen;53;1;2;-9;1;1;21;21;3;1;4;9;13
386;2KG1JU;;base;interview;31.01.15 17:39;3;4;6;2;6;49;67;101;13;101;5;3;0;7;0;;;;;;7;7;4;1;4;7;1;4;4;7;3;2;1;5;3;1;5;4;3;1;1;4;6;3;3;1;4;3;4;3;1;6;6;4;2;2;2;3;2;3;3;1;1;50;56;4;3;3;;gewinnorientiert;gleichgültig;gerecht;unentschlossen;gerecht;verdeckt;29;1;2;-9;1;1;21;21;9;2;10;25;36
387;XGHS5D;;base;interview;31.01.15 17:49;6;3;5;3;2;89;95;55;11;4;5;0;5;8;9;;;;;6;5;4;4;1;4;3;2;3;2;5;2;5;1;4;4;1;5;6;5;3;3;6;5;2;4;1;2;5;3;5;3;6;5;5;3;4;4;5;2;3;4;1;1;30;74;6;2;1;"Es ist immer sehr davon abhängig, um was es geht, damit man z.B. einschätzen kann, ob man zu seiner Familie hält, ob man seine eigene Meinungs durchsetzt oder ob man ein Teamplayer sein sollte oder eben nicht.
Stark fallabhängig";Dominant;Dominant 20-60;Rezessiv;Rezessiv-Dominant;Rezessiv-Dominant2;verdeckt;27;1;2;-9;1;1;21;21;6;1;7;4;11
388;SB2R6E;;base;interview;31.01.15 18:32;7;2;4;4;1;50;67;101;1;101;5;2;0;10;0;;;1;;;6;5;2;1;4;5;3;2;1;5;6;6;1;1;2;1;5;5;4;1;2;6;6;5;3;2;6;6;4;1;1;5;6;6;3;2;1;4;5;4;2;1;-9;50;99;-9;2;7;;eigennützig;uneigennützig;schicksalsergeben;heuchlerisch;selbstlos;offen;48;1;2;-9;1;1;21;21;10;4;22;3;25
389;ZH3BM0;;base;interview;31.01.15 19:01;7;2;3;7;2;92;91;20;10;54;5;5;2;0;5;;;;;;6;7;1;1;6;4;1;6;6;7;5;4;1;1;5;1;6;6;6;4;6;6;6;5;4;4;5;6;5;2;4;6;6;6;2;6;2;6;5;3;2;1;4;25;51;7;3;2;"Die Fragen waren zum Teil sehr schwer zu beantworten, da genauere Wortdefinitionen (für die Entscheidungsfindung) teilweise wichtig gewesen wären. Was bedeutet z.B. ""normal"", ...";Normalo;Unnormalo;Gutmenschseinwoller;Feiglinge;Entscheidungsverzögerer;verdeckt;51;1;2;-9;1;1;21;21;8;2;8;1;9
390;BPJ101;;base;interview;31.01.15 20:08;4;3;5;2;2;79;23;52;1;3;0;0;0;0;0;;;;;;6;6;1;1;3;3;2;3;2;6;5;5;1;1;5;1;5;5;3;1;5;5;5;3;4;1;4;6;3;4;5;6;4;6;4;1;1;6;3;4;2;1;2;50;51;7;3;4;ein wenig konfus und scheinbar moralisierend. bei manchen fragen bin ich nicht sicher, ob ich die intention verstanden haben;gesund egoistisch;Märtyrer;schicksalsergeben;heuchler;heuchler m. gewissen;offen;54;1;2;-9;1;1;21;21;8;2;8;3;11
391;C750SU;;base;interview;31.01.15 20:40;-9;;;;;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;verdeckt;;;;;;0;7;7;100;100;530;102;632
392;5XZKLY;;base;interview;31.01.15 20:45;4;3;3;3;2;77;21;19;52;48;5;5;8;5;5;6;2;;6;2;7;6;2;1;5;2;1;6;5;7;4;6;2;3;5;1;5;6;5;3;6;6;6;5;6;5;5;6;4;3;2;5;6;6;3;1;2;5;3;5;3;3;7;;83;5;3;3;;Direktentscheider;Direktentscheider20;Münzentscheider;Hinwegsetzer;Hinwegsetzer20;offen;52;1;2;-9;1;1;21;21;5;2;13;3;16
394;4M64SM;;base;interview;01.02.15 03:30;7;3;6;2;1;39;61;101;1;46;8;2;2;10;5;;;;;;6;5;2;1;3;4;4;3;2;4;5;2;1;2;4;2;5;4;3;2;4;6;5;3;2;1;3;3;5;2;2;6;6;5;2;4;3;5;3;4;2;1;1;33;5;7;3;3;war sehr interessant, v.a. das Dilemma mit den Gleisarbeitern;Raffzahn;Samariter;Münzwerfer;Arschloch;unglaublich;offen;41;2;2;-9;1;1;21;21;8;2;8;5;14
395;0BFDDC;;base;interview;01.02.15 10:23;6;3;3;6;2;34;56;84;85;93;4;7;2;8;4;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-9;50;-1;4;3;3;-;?;asfd;dddd;jkö;ert;offen;29;2;2;-9;1;1;21;21;4;3;15;156;170
398;FGPL6L;;base;interview;01.02.15 12:30;7;2;2;3;2;94;101;1;20;41;2;1;8;6;4;;;;;;7;7;3;1;5;3;1;5;5;7;3;5;2;1;4;1;6;5;3;1;3;5;5;2;3;3;5;5;5;4;1;6;6;5;2;1;2;5;4;4;5;1;2;11;100;7;3;3;Ich würde gerne hinterher von den Ergebnissen und deren Anwendung erfahren.;in Ordnung;bescheiden;entscheidungsunfähig;egoistisch;unsicher;verdeckt;36;2;2;-9;1;1;21;21;8;2;8;13;21
401;KDSPL6;;base;interview;01.02.15 16:18;6;4;4;2;2;68;73;52;14;63;7;4;1;9;5;;3;8;;3;6;6;4;2;5;3;2;7;7;6;6;5;3;4;3;1;5;4;5;4;2;3;5;3;2;1;4;4;3;4;2;5;4;4;4;2;2;5;3;4;2;2;-9;60;81;4;3;3;;sich selbst am wichtigste;gutmütig;nicht entscheidungsfreudi;hinterlistig;spendabel;offen;26;1;2;-9;1;1;21;21;6;2;13;21;34
402;05MSPU;;base;interview;01.02.15 17:07;7;3;4;3;;9;17;1;28;;5;5;10;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Egoist;Selbstzweifler;Verantwortungslos;Entscheidungsmangler;;verdeckt;;;;;;0;10;10;0;0;0;62;62
403;8P5N71;;base;interview;01.02.15 17:42;7;3;2;3;1;52;49;80;12;49;10;5;1;10;0;;;;;;5;6;4;1;6;6;1;6;6;7;5;4;5;2;6;1;6;5;6;5;4;6;6;5;3;2;3;5;4;2;3;5;6;6;2;4;1;4;2;2;3;1;1;80;52;5;3;2;;vorsorglich;großzügig;risikofreudig;unschlüssig;konsequent;verdeckt;56;1;2;-9;1;1;21;21;9;2;10;0;10
404;W4CWZS;;base;interview;01.02.15 17:43;4;6;6;7;2;51;49;77;9;29;9;6;8;10;5;;;;;;7;4;3;1;4;4;2;5;4;5;5;5;1;4;2;2;2;4;5;2;3;5;5;4;2;1;2;5;2;5;2;2;6;4;3;1;1;3;2;2;4;1;1;100;43;4;3;3;;normal ;zuvorkommend;clever;hinterhältig ;komisch;offen;32;1;2;-9;1;1;21;21;9;2;10;45;55
408;XSIGBF;;base;interview;01.02.15 20:01;5;2;4;4;3;80;41;50;72;38;3;5;7;3;5;;;;;;7;6;6;2;5;3;2;5;5;6;5;3;3;4;5;3;6;5;5;3;3;4;5;2;3;1;5;5;6;6;3;5;3;4;3;4;3;3;2;3;5;4;6;100;66;6;3;5;;sesi-eigenvor;sesi-nacht;risik-übern;risik-überrvor;risik-selbnach;offen;34;2;2;-9;1;1;21;21;9;2;10;9;19
409;TJNDKX;;base;interview;01.02.15 21:17;7;3;6;3;2;62;69;35;17;16;8;1;4;8;5;;;;;3;7;7;3;1;3;3;2;5;3;7;6;4;2;2;4;1;6;6;4;1;2;6;5;3;2;2;5;5;3;4;2;6;6;6;4;1;1;6;2;2;2;1;3;90;50;4;3;3;;wirtschaftlich;sozial;angepasst;wackelig;wackelig sozial;verdeckt;42;1;2;-9;1;1;21;21;8;2;9;37;46
410;P2XYNN;;base;interview;01.02.15 21:29;7;3;4;2;2;49;76;55;54;59;10;1;5;8;3;;;;;;5;6;1;1;6;4;1;4;4;5;4;4;1;3;3;1;5;4;4;3;3;6;6;4;4;4;5;6;4;4;2;6;5;5;3;1;1;6;1;4;3;1;3;60;52;7;3;2;;Egos;Sozial;Unetnschlossene;Zögerliche;unsicher und gutmütig;offen;42;2;2;-9;1;1;21;21;9;2;10;7;18
411;GZE4VX;;base;interview;02.02.15 06:40;7;1;1;2;1;101;101;49;49;53;3;3;3;3;3;;;;;;6;6;2;2;2;2;4;2;2;4;5;5;4;4;5;1;6;6;6;3;6;6;6;5;5;1;4;4;4;5;6;5;6;5;4;2;3;6;4;4;4;1;1;100;55;4;3;4;-;ich;ich nicht;Münzen;ich vielleicht;Münzen verteilung;offen;35;1;2;-9;1;1;21;21;8;2;8;37;45
414;TZD4B8;;base;interview;02.02.15 12:15;3;4;2;3;3;88;22;28;69;9;4;7;7;5;9;3;5;7;5;9;7;6;3;1;4;2;1;6;5;7;5;2;1;2;2;1;6;3;6;2;2;4;5;2;2;2;5;4;5;4;1;4;6;5;6;2;2;5;6;4;5;1;3;11;100;6;3;2;;wirtschaftlich klug;empathisch oder unsicher;unentschlossen;neugierig, aber sicher;ängstlich;verdeckt;23;2;1;1;1;1;21;21;1;0;2;32;33
415;NDIKK5;;base;interview;02.02.15 12:41;7;3;;;;44;14;;;;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;direkter Vorteil;direkter Nachteil;;;;verdeckt;;;;;;0;8;8;0;0;0;14;14
416;2L44SQ;;base;interview;02.02.15 12:49;7;2;2;2;2;55;59;21;11;12;5;4;5;6;8;;;;;;6;6;4;3;6;4;2;6;5;5;5;5;4;4;4;2;5;5;5;3;5;6;5;4;5;5;4;5;5;3;4;5;5;6;5;3;5;6;5;5;2;2;6;78;85;5;3;6;;ehrlich;übersozial;entscheidungsarm;unsicher;nicht einschätzbar;offen;56;2;1;3;1;1;21;21;8;1;8;10;18
417;40RPPC;;base;interview;02.02.15 15:57;6;4;4;3;3;101;100;71;50;24;1;1;3;5;7;;;;;;7;7;3;1;2;5;1;2;4;7;6;5;2;2;5;1;6;5;6;4;5;6;4;4;4;1;4;6;2;5;4;5;6;6;5;1;2;6;2;3;2;1;1;90;71;6;3;6;;Egoistisch;Großzügig;unsicher;Entscheidungslabil;unentschlossen;verdeckt;69;1;2;-9;1;1;21;21;9;2;10;8;18
418;4WU1EI;;base;interview;02.02.15 17:56;7;3;2;2;2;27;78;51;19;58;7;2;5;5;3;;;;;;6;5;1;1;5;3;1;3;2;5;2;5;1;2;3;2;5;5;5;2;2;6;6;4;4;3;3;4;2;4;2;5;5;5;2;1;1;5;2;4;3;2;-9;70;68;-9;3;3;;raffgierig;spendabel;unentschlossen;zögerlich;verzögert spendabel;offen;37;1;2;-9;1;1;21;21;11;4;23;38;61
419;7LD4OX;;base;interview;02.02.15 18:52;7;1;3;5;1;22;94;90;1;79;10;0;1;10;0;;;;;;7;6;2;1;5;2;2;5;5;7;6;3;1;1;3;2;6;5;6;1;1;6;6;2;3;2;5;5;2;3;1;6;4;4;4;1;2;2;4;3;2;1;2;25;49;7;3;7;;egoistisch;altruistisch;fair;Arschloch;alturistisch;verdeckt;31;2;2;-9;1;1;21;21;9;2;10;50;60
420;78MSIY;;base;interview;02.02.15 20:28;6;2;3;3;2;53;101;50;1;85;10;0;3;8;2;7;1;5;10;2;6;6;3;1;6;7;2;5;6;6;5;3;2;2;3;1;6;4;4;3;3;4;4;4;3;1;6;5;5;5;2;4;5;4;3;2;3;6;3;4;4;1;2;33;89;6;2;2;;egoistisch;selbstlos;Vorsicht;Lügner;Komisch;offen;24;1;1;3;1;1;21;21;1;0;2;8;10
422;91ATPY;;base;interview;02.02.15 21:35;7;2;4;2;2;65;27;19;6;23;5;3;8;9;6;;;;;;5;6;3;1;5;2;1;6;5;4;5;2;1;2;5;3;5;5;4;3;4;5;5;5;2;3;3;5;4;5;3;5;4;5;6;2;3;6;2;3;4;2;4;30;100;5;3;3;;Egoist;Teilender;Entscheidungsvermeider;Zauderer;Überleger;verdeckt;60;2;2;-9;1;1;21;21;9;2;10;2;12
423;YUTZML;;base;interview;02.02.15 23:09;6;3;3;5;3;81;92;9;17;76;2;0;8;9;4;6;0;8;9;4;6;4;4;2;4;2;5;4;2;2;4;5;2;2;4;2;5;5;5;2;2;5;5;3;2;2;4;5;4;4;2;6;6;5;3;2;3;5;3;5;3;2;1;33;14;6;3;3;Ich habe leider nicht herausgefunden, was Sie mit all den Fragen konkret untersuchen wollen. Hätte mich wirklich interessiert - ein so breites Spektrum verschiedenster Fragen in einem Fragebogen versammelt habe ich bisher noch nicht gesehen :-);direkten Entscheider;Altruist;Feigling;Feigling(letztlichgierig);Feigling(letztl.Altruist);verdeckt;46;1;2;-9;1;1;21;21;1;0;2;4;6
425;CVQKPA;;base;interview;03.02.15 11:41;6;3;4;3;2;101;1;100;23;5;2;6;1;3;5;;;;;;7;5;4;1;6;6;3;4;4;6;2;5;3;5;5;2;1;5;6;5;4;5;6;6;5;1;1;1;6;5;6;6;4;3;2;1;6;5;1;5;2;1;4;15;100;6;3;1;;bestimmt;zurückhaltend;gleichgültig;bestimmend unsicher;ängstlich unsicher;verdeckt;25;2;1;6;1;1;21;21;8;1;8;6;13
426;B58E9L;;base;interview;03.02.15 12:58;7;2;3;4;2;71;86;54;23;34;1;1;1;2;2;;;;;;7;6;3;1;6;4;1;7;5;4;5;6;2;4;6;1;6;6;6;2;6;6;6;5;4;1;4;6;4;4;6;6;6;5;2;1;1;6;4;5;1;1;2;60;99;7;3;3;;Eigenständigen;Selbstlosen Entscheider;Passiven;Unschlüssig;Passiver Selbstloser;offen;53;1;2;-9;1;1;21;21;9;2;10;15;25
